csv_no,json_file,json_source,field,status,score,csv_value,json_value
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,title,agree,1.0,The Influence of ICT Use and Related Attitudes on Students' Math and Science Performance: Multilevel Analyses of the Last Decade's PISA Surveys,The influence of ICT use and related attitudes on students’ math and science performance: multilevel analyses of the last decade’s PISA surveys
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,authors,agree,1.0,"courtney,ersozlu,karakus,nurumov","courtney,ersozlu,karakus,nurumov"
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,ilsa_assessment,agree,1.0,pisa,pisa
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,ml_methods,disagree,0.0,hlm,"neural network,random forest"
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,software,disagree,0.143,R (lme4 package for linear mixed-effects modeling),r
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,countries,missing,,"Global (44–49 countries per cycle, varying by PISA wave)",
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,dependent_outcome,agree,0.689,"Mathematics and science achievement (plausible values), modeled separately",Mathematics achievement (Plausible Values) Science achievement (Plausible Values)
174,174. Courtney et al. (2022). The Influence of ICT Use and Related Attitudes on.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,year,agree,1.0,2023,2023
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,title,agree,1.0,Factors Predicting Mathematics Achievement in PISA: A Systematic Review,Factors predicting mathematics achievement in PISA: a systematic review
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,authors,disagree,0.143,"ide,malpique,perry,wang","i,m,p,wang"
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,ilsa_assessment,agree,1.0,pisa,pisa
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,ml_methods,disagree,0.0,neural network,
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,software,disagree,0.125,Rayyan (semi-automated title/abstract screening tool),r
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,countries,partial,0.5,"Global (most commonly the US, Spain, Italy, Australia, Turkey and multi-country analyses of 30+ nations)",
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,dependent_outcome,agree,0.457,"N/A; across included studies, the outcome was PISA mathematics achievement score",predicting mathematics achievement in PISA: a systematic review
175,175. Wang et al. (2023). Factors Predicting Mathematics Achievement in PISA A.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,year,agree,1.0,2023,2023
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,title,agree,1.0,Mediating Effects of Motivation and Socioeconomic Status on Reading Achievement: A Secondary Analysis of PISA 2018,Mediating effects of motivation and socioeconomic status on reading achievement: a secondary analysis of PISA 2018
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,authors,agree,1.0,"kyriakides,michael","kyriakides,michael"
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,ilsa_assessment,agree,1.0,pisa,pisa
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,ml_methods,agree,1.0,sem,sem
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,software,missing,,N/A,r
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,countries,disagree,0.0,"38 European countries (of 41 European PISA 2018 participants, 3 excluded for insufficient data)","aut,bel,bgr,bih,blr,che,cyp,cze,deu,dnk,est,fin,fra,gbr,grc"
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,dependent_outcome,agree,0.632,"Reading literacy achievement (10 plausible values, averaged across 10 model runs)",Reading achievement (Plausible Values)
176,176. Michael & Kyriakides. (2023). Mediating Effects of Motivation and Socioeconomic.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,year,agree,1.0,2024,2024
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,title,agree,1.0,Does Teachers' Motivation Have an Impact on Students' Scientific Literacy and Motivation? An Empirical Study in Colombia With Data From PISA 2015,Does teachers’ motivation have an impact on students’ scientific literacy and motivation? An empirical study in Colombia with data from PISA 2015
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,authors,agree,1.0,"gomez,suarez mesa","gomez,suarez mesa"
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,ilsa_assessment,agree,1.0,pisa,pisa
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,ml_methods,agree,1.0,hlm,hlm
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,software,missing,,N/A,"hlm,r"
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,countries,disagree,0.0,Colombia,col
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,dependent_outcome,agree,0.69,"Students' scientific literacy (PISA science plausible values, M=500, SD=100); students' intrinsic motivation (composite index, M=0, SD=1)
",Students’ scientific literacy (PVSCIE) Students’ intrinsic motivation (STU_MOTI)
177,177. Suárez-Mesa & Gómez. (2024). Does Teachers' Motivation Have an Impact on Students'.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,year,agree,1.0,2023,2023
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,title,agree,1.0,Metacognitive Reading Strategies and Its Relationship With Filipino High School Students' Reading Proficiency: Insights From the PISA 2018 Data,Metacognitive reading strategies and its relationship with Filipino high school students’ reading proficiency: insights from the PISA 2018 data
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,authors,disagree,0.0,"bernardo,mante estacio",
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,ilsa_assessment,agree,1.0,pisa,pisa
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,ml_methods,missing,,,
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,software,missing,,N/A,r
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,countries,disagree,0.0,Philippines,phl
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,dependent_outcome,partial,0.312,"Overall PISA 2018 reading proficiency and three cognitive subscales: locate information, understand, evaluate and reflect (all first plausible value)",Overall reading proficiency (Plausible Value 1) Locate information subscale (Plausible Value 1) Understanding and summarizing subscale (Plausible Value 1) Refle
178,178. Bernardo & Mante-Estacio. (2023). Metacognitive Reading Strategies and Its Relationship.json,json,journal_venue,agree,1.0,Humanities and Social Sciences Communications,Humanities and Social Sciences Communications
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,year,agree,1.0,2022,2022
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,title,agree,0.957,"Similarities and Differences in Social and Emotional Profiles Among Students in Canada, USA, China, and Singapore: PISA 2015","Similarities and differences in social and emotional profiles among students in Canada, USA, China, and Singapore"
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,authors,agree,1.0,"daniels,li,tze","daniels,li,tze"
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,ilsa_assessment,agree,1.0,pisa,pisa
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,ml_methods,disagree,0.0,,random forest
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,software,disagree,0.333,Mplus (Muthén & Muthén),"mplus,r"
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,countries,agree,1.0,"Canada, United States, China, and Singapore","can,chn,sgp,usa"
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,dependent_outcome,agree,0.508,"PISA 2015 reading, mathematics, and Collaborative Problem Solving (CPS) achievement scores (mean of 10 plausible values per domain)",Reading achievement (profile-specific means via BCH) Mathematics achievement (profile-specific means via BCH) Collaborative problem-solving achievement (profile
179,179. Tze et al. (2022). Similarities and Differences in Social and Emotional.json,json,journal_venue,agree,1.0,Research Papers in Education,Research Papers in Education
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,year,agree,1.0,2022,2022
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,title,agree,1.0,Student and School-Level Factors to Predict Science Literacy for Two Top-Performing Countries in PISA 2015: Finland and Singapore,Student and school-level factors to predict science literacy for two top-performing countries in PISA 2015 Finland and Singapore
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,authors,agree,1.0,"cansiz,ozdemir,ustun","cansiz,ozdemir,ustun"
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,ilsa_assessment,agree,1.0,pisa,pisa
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,ml_methods,partial,0.333,hlm,"hlm,multilevel,random forest"
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,software,missing,,N/A,"hlm,r"
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,countries,agree,0.8,Finland and Singapore,"fin,sgp"
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,dependent_outcome,agree,0.661,Science literacy (10 plausible values),Science literacy (10 plausible values) Science literacy (10 plausible values)
180,180. Ustun et al. (2022). Student and School-Level Factors to Predict Science.json,json,journal_venue,agree,1.0,International Journal of Science Education,International Journal of Science Education
181,181. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,year,agree,1.0,2020,2020
181,181. Martínez-Abad et al. (2020). Educational Data Mining Identification of Factors.json,json,title,agree,0.971,Educational Data Mining: Identification of Factors Associated With School Effectiveness in PISA Assessment,Educational Data Mining: Identi cation of factors associated with school e ectiveness in PISA assessment
