doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.1007/s12187-022-09939-z,disciplinary_climate_test_language_lessons,Disciplinary climate in test language lessons,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,perception_competitiveness_at_school,Perceived competitiveness at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,adaptation_of_instruction,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,parents_emotional_support,Parents’ emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1007/s12187-022-09939-z,perception_cooperation_at_school,Perception of cooperation at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,perceived_teacher_interest,Perceived teacher’s interest,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,student_experience_bullied,Student’s experience of being bullied,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,perceived_feedback,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,teacher_support_test_language_lessons,Teacher support in test language lessons,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,teacher_directed_instruction,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09939-z,sense_of_belonging_to_school,Sense of belonging to school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09939-z,UNDREM,"Metacognition (understanding, remembering)",student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,S1,Sense of school belonging,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,N12,Resilience,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N10,Work mastery,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N11,General fear of failure,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N13,Mastery goal orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N6,Self-concept of reading competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N5,Reading for enjoyment,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N9,Competitiveness,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,S13,Perception of cooperation at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,S12,Perception of competitiveness at school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,S11,Experience of being bullied,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,S6,Parents’ emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1007/s12187-022-09997-3,S9,Perceived teacher’s interest,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,S7,Teacher stimulation of reading engagement,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,S5,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,S4,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,S8,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,B6,Index of economic social cultural status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s12187-022-09997-3,B1,Grade compared to modal grade,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s12187-022-09997-3,B2,age,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s12187-022-09997-3,B3,Index immigration status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s12187-022-09997-3,duration_in_early_childhood_education,Duration in early childhood education,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,care,care,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,B5,Grade repetition,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s12187-022-09997-3,B7,gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s12187-022-09997-3,N1,Effort,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,metacognition_understanding,Metacognition: understanding,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,remembering,remembering,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N3,Metacognition: summarising,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N4,Metacognition: assess credibility,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N7,Self-concept of reading difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N8,Perception of difficulty of the PISA test,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,N14,Attitude towards school: learning activities,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,S2,Disciplinary climate in test language lessons,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,S3,Teacher support in test language lessons,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s12187-022-09997-3,S10,Attitude towards school: learning activities,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s12187-022-09997-3,S14,Learning time in total (minutes per week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s12187-022-09997-3,S15,expected occupational status (SEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,GENDER,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10763-025-10596-1,DISCLISCI,Disciplinary climate (science),peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-025-10596-1,TEACHSUP,Teacher support (science),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-025-10596-1,TDTEACH,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-025-10596-1,JOYSCIE,Enjoyment of science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,INSTSCIE,Instrumental motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,SCIEEFF,Science self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,SCIEACT,Index science activities,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,BSMJ,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,IMMIG,Immigration status index,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10763-025-10596-1,HOMESCH,ICT use outside school (work),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,ENTUSE,ICT use outside school (leisure),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,HISEI,Highest parental occupational status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,PARED,Highest parental education (years),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,DURECEC,Duration in early education,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10763-025-10596-1,SMINS,Science learning time (minutes/week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-025-10596-1,BELONG,Sense of belonging to school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,ANXTEST,Test anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,MOTIVAT,Achieving motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,COOPERA,Enjoy cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,CPSVALUE,Value cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,EMOSUPS,Parents emotional support,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,PERFEED,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-025-10596-1,ADINST,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-025-10596-1,USESCH,Use of ICT at school (general),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,INTICT,ICT interest,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,COMPICT,Perceived ICT competence,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,AUTICT,Perceived autonomy related to ICT,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,SOIAICT,Enjoyment of social interaction around ICT,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,ICTHOME,ICT available at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,ICTSCH,ICT available at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,UNFAIR,Teacher fairness,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10763-025-10596-1,CULTPOSS,Cultural possessions at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,HEDRES,Home educational resources,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,WEALTH,Family wealth,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10763-025-10596-1,MINDSINQ,Minds-on inquiry in science,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-025-10596-1,HANDSINQ,Hands-on inquiry in science,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10763-025-10596-1,SUBBLF,Development in epistemological beliefs,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10763-025-10596-1,OBJBLF,Justification in epistemological beliefs,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.22550/2174-0909.4014,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.22550/2174-0909.4014,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.22550/2174-0909.4014,SCCHANGE,Number of school changes,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.22550/2174-0909.4014,HISEI,Parents’ highest occupational status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.22550/2174-0909.4014,MISCED,Mother’s education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.22550/2174-0909.4014,IMMIG,Immigration background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.22550/2174-0909.4014,ICTRES,Home ICT resources,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
